(X1, X2, F(X1, X2)) 
(-8.0, -7.0, 181.0) 
(-7.925846422087623, -6.932908667603088, 178.17803954829873) 
(-7.851692844175245, -6.8658173352061755, 175.3760790965975) 
(-7.777539266262868, -6.798726002809263, 172.59411864489624) 
(-7.70338568835049, -6.731634670412351, 169.83215819319497) 
(-7.629232110438113, -6.664543338015439, 167.0901977414937) 
(-7.5550785325257355, -6.597452005618527, 164.36823728979243) 
(-7.480924954613358, -6.530360673221614, 161.6662768380912) 
(-7.406771376700981, -6.463269340824702, 158.98431638638993) 
(-7.332617798788603, -6.39617800842779, 156.3223559346887) 
(-7.258464220876226, -6.329086676030878, 153.68039548298742) 
(-7.184310642963848, -6.2619953436339655, 151.05843503128617) 
(-7.110157065051471, -6.194904011237053, 148.4564745795849) 
(-7.0360034871390935, -6.12781267884014, 145.87451412788363) 
(-6.961849909226716, -6.060721346443228, 143.31255367618238) 
(-6.887696331314339, -5.993630014046316, 140.7705932244811) 
(-6.813542753401961, -5.9265386816494035, 138.24863277277984) 
(-6.739389175489584, -5.859447349252491, 135.7466723210786) 
(-6.665235597577206, -5.792356016855579, 133.26471186937732) 
(-6.591082019664829, -5.725264684458667, 130.8027514176761) 
(-6.516928441752452, -5.658173352061754, 128.36079096597481) 
(-6.442774863840074, -5.5910820196648405, 125.93883051427355) 
(-6.368621285927697, -5.523990687267927, 123.53687006257226) 
(-6.294467708015319, -5.456899354871014, 121.15490961087099) 
(-6.220314130102942, -5.389808022474101, 118.79294915916972) 
(-6.1461605521905645, -5.322716690077188, 116.45098870746844) 
(-6.072006974278187, -5.255625357680275, 114.12902825576717) 
(-5.99785339636581, -5.188534025283362, 111.8270678040659) 
(-5.923699818453432, -5.121442692886449, 109.54510735236462) 
(-5.849546240541055, -5.054351360489536, 107.28314690066335) 
(-5.775392662628677, -4.9872600280926225, 105.04118644896208) 
(-5.7012390847163, -4.920168695695709, 102.81922599726083) 
(-5.6270855068039225, -4.853077363298796, 100.61726554555955) 
(-5.552931928891545, -4.785986030901883, 98.43530509385828) 
(-5.478778350979168, -4.71889469850497, 96.27334464215701) 
(-5.40462477306679, -4.651803366108057, 94.13138419045575) 
(-5.330471195154413, -4.584712033711144, 92.00942373875446) 
(-5.256317617242035, -4.517620701314231, 89.90746328705319) 
(-5.182164039329658, -4.4505293689173175, 87.82550283535193) 
(-5.1080104614172805, -4.383438036520404, 85.76354238365067) 
(-5.033856883504903, -4.316346704123492, 83.72158193194942) 
(-4.959703305592526, -4.249255371726579, 81.69962148024814) 
(-4.885549727680148, -4.182164039329667, 79.69766102854688) 
(-4.811396149767771, -4.115072706932754, 77.7157005768456) 
(-4.737242571855393, -4.047981374535841, 75.75374012514435) 
(-4.663088993943016, -3.980890042138928, 73.81177967344308) 
(-4.588935416030639, -3.9137987097420153, 71.88981922174182) 
(-4.514781838118261, -3.8467073773451026, 69.98785877004056) 
(-4.440628260205884, -3.77961604494819, 68.1058983183393) 
(-4.366474682293506, -3.7125247125512773, 66.24393786663805) 
(-4.292321104381129, -3.6454333801543646, 64.40197741493678) 
(-4.2181675264687515, -3.578342047757452, 62.58001696323552) 
(-4.144013948556374, -3.5112507153605392, 60.77805651153426) 
(-4.069860370643997, -3.4441593829636266, 58.99609605983301) 
(-3.9957067927316197, -3.377068050566714, 57.23413560813174) 
(-3.9215532148192427, -3.309976718169801, 55.49217515643049) 
(-3.8473996369068657, -3.2428853857728885, 53.77021470472923) 
(-3.7732460589944887, -3.175794053375976, 52.06825425302798) 
(-3.6990924810821117, -3.108702720979063, 50.386293801326715) 
(-3.6249389031697348, -3.0416113885821505, 48.72433334962547) 
(-3.550785325257358, -2.974520056185238, 47.08237289792421) 
(-3.476631747344981, -2.907428723788325, 45.46041244622296) 
(-3.402478169432604, -2.8403373913914125, 43.8584519945217) 
(-3.328324591520227, -2.7732460589945, 42.27649154282045) 
(-3.25417101360785, -2.706154726597587, 40.71453109111919) 
(-3.180017435695473, -2.6390633942006745, 39.172570639417934) 
(-3.105863857783096, -2.571972061803762, 37.65061018771668) 
(-3.031710279870719, -2.504880729406849, 36.14864973601543) 
(-2.957556701958342, -2.4377893970099365, 34.66668928431417) 
(-2.883403124045965, -2.370698064613024, 33.204728832612915) 
(-2.809249546133588, -2.303606732216111, 31.76276838091166) 
(-2.735095968221211, -2.2365153998191984, 30.3408079292104) 
(-2.660942390308834, -2.1694240674222858, 28.93884747750915) 
(-2.586788812396457, -2.102332735025373, 27.556887025807896) 
(-2.51263523448408, -2.0352414026284604, 26.19492657410664) 
(-2.438481656571703, -1.9681500702315478, 24.85296612240538) 
(-2.364328078659326, -1.901058737834635, 23.531005670704126) 
(-2.290174500746949, -1.8339674054377224, 22.22904521900287) 
(-2.216020922834572, -1.7668760730408097, 20.94708476730161) 
(-2.141867344922195, -1.699784740643897, 19.685124315600355) 
(-2.0677137670098182, -1.6326934082469844, 18.4431638638991) 
(-1.9935601890974413, -1.5656020758500717, 17.221203412197845) 
(-1.9194066111850643, -1.498510743453159, 16.019242960496587) 
