(X1, X2, F(X1, X2)) 
(-5.0, 5.0, 93.0) 
(-4.929289321881345, 4.929289321881345, 90.88867965644036) 
(-4.858578643762691, 4.858578643762691, 88.79735931288073) 
(-4.787867965644036, 4.787867965644036, 86.72603896932108) 
(-4.7171572875253815, 4.7171572875253815, 84.67471862576144) 
(-4.646446609406727, 4.646446609406727, 82.64339828220182) 
(-4.575735931288072, 4.575735931288072, 80.63207793864217) 
(-4.505025253169418, 4.505025253169418, 78.64075759508253) 
(-4.434314575050763, 4.434314575050763, 76.6694372515229) 
(-4.3636038969321085, 4.3636038969321085, 74.71811690796325) 
(-4.292893218813454, 4.292893218813454, 72.7867965644036) 
(-4.222182540694799, 4.222182540694799, 70.87547622084398) 
(-4.151471862576145, 4.151471862576145, 68.98415587728434) 
(-4.08076118445749, 4.08076118445749, 67.11283553372469) 
(-4.010050506338835, 4.010050506338835, 65.26151519016506) 
(-3.939339828220181, 3.939339828220181, 63.43019484660542) 
(-3.868629150101526, 3.868629150101526, 61.618874503045774) 
(-3.7979184719828716, 3.7979184719828716, 59.82755415948614) 
(-3.727207793864217, 3.727207793864217, 58.056233815926504) 
(-3.6564971157455624, 3.6564971157455624, 56.304913472366856) 
(-3.5857864376269077, 3.5857864376269077, 54.57359312880722) 
(-3.515075759508253, 3.515075759508253, 52.862272785247576) 
(-3.4443650813895985, 3.4443650813895985, 51.17095244168794) 
(-3.373654403270944, 3.373654403270944, 49.499632098128295) 
(-3.3029437251522893, 3.3029437251522893, 47.848311754568655) 
(-3.2322330470336347, 3.2322330470336347, 46.21699141100902) 
(-3.16152236891498, 3.16152236891498, 44.60567106744938) 
(-3.0908116907963255, 3.0908116907963255, 43.014350723889734) 
(-3.020101012677671, 3.020101012677671, 41.44303038033009) 
(-2.9493903345590162, 2.9493903345590162, 39.891710036770455) 
(-2.8786796564403616, 2.8786796564403616, 38.36038969321081) 
(-2.807968978321707, 2.807968978321707, 36.849069349651174) 
(-2.7372583002030524, 2.7372583002030524, 35.35774900609153) 
(-2.6665476220843978, 2.6665476220843978, 33.88642866253189) 
(-2.595836943965743, 2.595836943965743, 32.43510831897225) 
(-2.5251262658470885, 2.5251262658470885, 31.003787975412607) 
(-2.454415587728434, 2.454415587728434, 29.59246763185297) 
(-2.3837049096097793, 2.3837049096097793, 28.201147288293328) 
(-2.3129942314911247, 2.3129942314911247, 26.829826944733682) 
(-2.24228355337247, 2.24228355337247, 25.478506601174047) 
(-2.1715728752538155, 2.1715728752538155, 24.1471862576144) 
(-2.100862197135161, 2.100862197135161, 22.835865914054757) 
(-2.0301515190165063, 2.0301515190165063, 21.544545570495117) 
(-1.9594408408978514, 1.9594408408978514, 20.273225226935473) 
(-1.8887301627791966, 1.8887301627791966, 19.02190488337583) 
(-1.8180194846605418, 1.8180194846605418, 17.79058453981618) 
(-1.747308806541887, 1.747308806541887, 16.57926419625654) 
(-1.676598128423232, 1.676598128423232, 15.387943852696893) 
(-1.6058874503045772, 1.6058874503045772, 14.216623509137243) 
(-1.5351767721859224, 1.5351767721859224, 13.0653031655776) 
(-1.4644660940672676, 1.4644660940672676, 11.933982822017953) 
(-1.3937554159486127, 1.3937554159486127, 10.822662478458309) 
(-1.323044737829958, 1.323044737829958, 9.731342134898664) 
(-1.252334059711303, 1.252334059711303, 8.660021791339018) 
(-1.1816233815926482, 1.1816233815926482, 7.608701447779373) 
(-1.1109127034739934, 1.1109127034739934, 6.577381104219729) 
(-1.0402020253553386, 1.0402020253553386, 5.566060760660083) 
(-0.9694913472366838, 0.9694913472366838, 4.57474041710044) 
(-0.8987806691180291, 0.8987806691180291, 3.6034200735407946) 
(-0.8280699909993744, 0.8280699909993744, 2.6520997299811526) 
(-0.7573593128807197, 0.7573593128807197, 1.7207793864215084) 
(-0.686648634762065, 0.686648634762065, 0.8094590428618647) 
(-0.6159379566434102, 0.6159379566434102, -0.08186130069777864) 
(-0.5452272785247555, 0.5452272785247555, -0.9531816442574224) 
(-0.4745166004061008, 0.4745166004061008, -1.8045019878170656) 
(-0.40380592228744605, 0.40380592228744605, -2.6358223313767093) 
(-0.3330952441687913, 0.3330952441687913, -3.4471426749363534) 
(-0.2623845660501366, 0.2623845660501366, -4.238463018495997) 
(-0.19167388793148185, 0.19167388793148185, -5.009783362055641) 
(-0.1209632098128271, 0.1209632098128271, -5.761103705615285) 
(-0.05025253169417235, 0.05025253169417235, -6.492424049174929) 
(0.020458146424482404, -0.020458146424482404, -6.794581464244925) 
(-0.05025253169417235, 0.05025253169417235, -6.492424049174929) 
(0.020458146424482404, -0.020458146424482404, -6.794581464244925) 
(-0.05025253169417235, 0.05025253169417235, -6.492424049174929) 
(0.020458146424482404, -0.020458146424482404, -6.794581464244925) 
