(X1, X2, F(X1, X2)) 
(-15.0, 22.75, 8.090957216295072) 
(-14.724490033975718, 22.053334001377856, 8.033912796516542) 
(-14.435419905395847, 21.335615500563936, 7.97309918102724) 
(-14.133717722793998, 20.597144543124244, 7.908575646298673) 
(-13.821370463614102, 19.839408106983214, 7.840500787341391) 
(-13.498146546081646, 19.061860104154647, 7.768442944793334) 
(-13.15951867972788, 18.259641438577713, 7.691013381940661) 
(-12.798767967641163, 17.425349048525003, 7.6063920198693165) 
(-12.412288596211932, 16.554234806974048, 7.5135119148700875) 
(-12.002433153487956, 15.647454904119662, 7.41250939385565) 
(-11.571244994148906, 14.706422766979953, 7.302825613602832) 
(-11.109695219516633, 13.721888364614431, 7.1805892206134) 
(-10.600024335797919, 12.675097781079414, 7.039738489068539) 
(-10.034257365156511, 11.555906929609831, 6.8771241084533985) 
(-9.417501839911218, 10.368400469044449, 6.691065108158895) 
(-8.725737891769166, 9.090694805092106, 6.466348909090736) 
(-7.8983308963510055, 7.663839790014932, 6.1755214793640185) 
(-6.915776338615815, 6.073002065704009, 5.798494784985648) 
(-5.670045447050876, 4.244034950070459, 5.229099908056916) 
(-3.8219435102291777, 1.9447578144662536, 4.168241225010836) 
(-0.8866938943795422, -0.5539308410483761, 1.7643914337065765) 
(-0.28560825580172433, 0.152175385054781, 0.8181028497234506) 
(-0.06168776816967045, -0.03842818404289314, 0.7023691655097374) 
(-0.01993309570978371, 0.010629717174595717, 0.6937919391273482) 
(-0.004290761291043034, -0.0026758722631589245, 0.6931920442666597) 
(-0.0013865983077183206, 7.39075329430751E-4, 0.6931503004965575) 
(-2.982838008776169E-4, -1.8603612482800166E-4, 0.6931473973934749) 
(-9.638221258924617E-5, 5.139071768702559E-5, 0.6931471956375466) 
(-2.074261204991471E-5, -1.2936667690192604E-5, 0.6931471816084894) 
(-6.706730356819026E-6, 3.5686317010933444E-6, 0.6931471806328576) 
(-1.43450646894183E-6, -9.023228768157217E-7, 0.6931471805649968) 
(-4.6949747541862334E-7, 2.3962439177627697E-7, 0.6931471805602937) 
(-9.674982292316464E-8, -5.8720798685888974E-8, 0.6931471805599675) 
