(X1, X2, F(X1, X2)) 
(0.1, 0.1, 0.7323678937132266) 
(-0.008333333333333387, -0.008333333333333331, 0.6934249197646192) 
(0.001052948255114327, 0.0010529482551143235, 0.6931516153502234) 
(-1.333681845715356E-4, -1.3336818457153538E-4, 0.6931472517082333) 
(1.6893292688213973E-5, 1.6893292688213946E-5, 0.6931471817014786) 
(-2.1398170521135116E-6, -2.139817052113508E-6, 0.6931471805782604) 
(2.710434932235567E-7, 2.710434932235567E-7, 0.6931471805602393) 
(-3.4332175808227475E-8, -3.4332175808227475E-8, 0.6931471805599502) 
(4.348742269041975E-9, 4.3487422690419685E-9, 0.6931471805599453) 
(-5.508406874119852E-10, -5.508406874119836E-10, 0.6931471805599453) 
